号码,省份,手机品牌,通信品牌,手机操作系统,月消费（元）,月流量（MB）
166412654498,吉林,诺基亚,神州行,S60,136.8,1972.3
166433236898,黑龙江,诺基亚,神州行,S40,109.6,178.8
166538796512,天津,诺基亚,神州行,S60,147.2,763
166581075210,山西,诺基亚,动感地带,S60,297,1329
166609817858,甘肃,诺基亚,全球通,Android,194.7,514.7
166829310764,天津,诺基亚,全球通,S40,44.3,1800.6
166827078501,西藏,诺基亚,全球通,S60,174.3,1945.9
166925995594,辽宁,诺基亚,全球通,S60,178.7,217.5
166712122712,四川,诺基亚,神州行,S60,139.3,979.2
166713619363,宁夏,诺基亚,动感地带,S40,70.2,1941.1
166794949516,黑龙江,诺基亚,动感地带,S60,93.1,1543.7
166728297971,湖北,诺基亚,神州行,S60,240.4,1952.2
166999859797,澳门,诺基亚,动感地带,Android,246.1,1959.5
166999894610,澳门,诺基亚,动感地带,S60,60.6,1430.5
166431363552,河北,诺基亚,神州行,S60,53.5,46.5
166418480788,河北,诺基亚,神州行,S40,245,940.6
166417103972,甘肃,诺基亚,神州行,S40,266,1285.9
166015290586,海南,诺基亚,神州行,S60,215,1384.4
166532605615,云南,诺基亚,神州行,Android,299.7,340.8
166920350705,广西,诺基亚,神州行,S40,275.5,1733.6
166662954661,海南,诺基亚,神州行,S60,232.9,438.4
166816970100,台湾,诺基亚,动感地带,S60,125,1900.7
166000003402,江西,诺基亚,动感地带,S40,161,1968.7
166818349916,黑龙江,诺基亚,动感地带,S40,295.5,406.9
166818452386,浙江,诺基亚,神州行,S40,50,634.4
166799010655,北京,诺基亚,动感地带,S60,171.3,996.8
166017238298,贵州,诺基亚,神州行,S60,125.3,213.9
166650032406,河北,诺基亚,神州行,S60,171.2,1147.1
166015243920,四川,诺基亚,神州行,S40,87.1,966.1
166816971762,云南,诺基亚,动感地带,S60,250.8,1120
166650481633,青海,诺基亚,神州行,S40,38.8,1977
166713514152,广西,诺基亚,动感地带,S60,55.3,531.4
166007797122,西藏,诺基亚,动感地带,S60,37.3,124
166450218685,山西,诺基亚,动感地带,S60,213.3,296.9
166920838491,四川,诺基亚,动感地带,S40,170.6,1337.2
166553998411,云南,诺基亚,神州行,S60,47,167.9
166612804471,四川,诺基亚,神州行,S60,144.6,899.3
166556787427,甘肃,诺基亚,神州行,S60,61.9,1587.2
166802597049,吉林,诺基亚,全球通,S40,116.7,290
166902783425,黑龙江,诺基亚,全球通,S40,122,532.7
166713122452,香港,诺基亚,动感地带,S60,66.8,1093.6
166816969530,内蒙古,诺基亚,动感地带,S60,140.8,721.4
166423530419,西藏,诺基亚,神州行,S40,145,806.1
166713140035,山东,诺基亚,神州行,Android,255.6,10.1
166724583011,青海,诺基亚,神州行,S60,229.4,960.1
166712727281,河南,诺基亚,神州行,S60,150.9,531.2
166712060770,贵州,诺基亚,神州行,S60,6.6,684.7
166818500923,新疆,诺基亚,动感地带,S60,298.7,812.1
166751602749,海南,诺基亚,动感地带,S60,38.6,1497.4
166790456469,上海,诺基亚,动感地带,S60,92.1,1801.6
166726576196,重庆,诺基亚,神州行,S40,228.6,1086.1
166669957146,山东,诺基亚,神州行,S40,141.7,745.5
166816973538,甘肃,诺基亚,动感地带,S40,6.1,1937
166425008348,贵州,诺基亚,动感地带,S60,3.6,1047.8
166712951600,新疆,诺基亚,动感地带,S40,33.3,1618.1
166015351453,海南,诺基亚,神州行,S60,27.4,321.7
166717309276,北京,诺基亚,神州行,S40,44.9,50.9
166650399332,贵州,诺基亚,神州行,S60,77.4,859.8
166790667862,黑龙江,诺基亚,动感地带,S60,115.2,1828.5
166713566564,吉林,诺基亚,动感地带,S40,128.8,155.7
166999847890,内蒙古,诺基亚,动感地带,S60,69.8,657.1
166899793766,重庆,诺基亚,动感地带,S40,260,815.6
166480142492,甘肃,诺基亚,动感地带,S60,7,403.4
166014985485,台湾,诺基亚,动感地带,S60,125.3,94.8
166925686071,安徽,诺基亚,神州行,S40,173.3,403.9
166543897758,海南,诺基亚,神州行,S60,257.3,1386.7
166431364772,天津,诺基亚,神州行,S40,245.8,600.3
166751592642,台湾,诺基亚,动感地带,Symbian 3,277.6,1906.6
166549566504,北京,诺基亚,神州行,S60,68.5,497.3
166925711777,湖南,诺基亚,动感地带,S40,114.5,32.2
166412789553,新疆,诺基亚,神州行,S40,170.3,715.2
166537407386,内蒙古,诺基亚,神州行,Android,230.4,954.2
166902830707,山东,诺基亚,全球通,S60,167.2,1477.6
166829433745,上海,诺基亚,全球通,S60,241.5,1000.2
166925919203,云南,诺基亚,动感地带,S60,159.4,912.7
166877078426,湖南,诺基亚,全球通,S60,172.8,242.2
166509365471,江西,诺基亚,全球通,Android,155.8,1420.8
166795104232,安徽,诺基亚,神州行,Symbian 3,55.6,895.3
166916855104,安徽,诺基亚,神州行,Android,288.6,87
166553971861,新疆,诺基亚,神州行,S40,241.1,1954.2
166999847786,青海,诺基亚,动感地带,S60,128.5,719
166592843330,山西,诺基亚,动感地带,S60,131.7,1878.8
166999848342,甘肃,诺基亚,动感地带,S40,109.2,172
166427986981,台湾,诺基亚,动感地带,S40,294.5,1587.4
166728475392,河北,诺基亚,动感地带,S40,217.9,1408.1
166920341222,广西,诺基亚,动感地带,S60,152.1,32.1
166763386207,天津,诺基亚,动感地带,S60,206.7,1120.8
166018011791,河南,诺基亚,神州行,Android,8.9,1656.5
166433171721,甘肃,诺基亚,神州行,S60,101.4,425.2
166713451090,台湾,诺基亚,动感地带,S40,45.8,301.3
166999992817,陕西,诺基亚,动感地带,S40,144.9,1533.7
166728537020,宁夏,诺基亚,动感地带,S60,249.9,1565.2
166712592211,内蒙古,诺基亚,神州行,S40,241.8,1587.5
166751620288,湖北,诺基亚,动感地带,S60,33.4,1111.8
166751618275,上海,诺基亚,动感地带,S60,154.4,1532.8
166007814712,山西,诺基亚,动感地带,S60,158.6,1572.4
166724630898,西藏,诺基亚,神州行,S40,173.5,1562.3
166712657095,河北,诺基亚,神州行,S60,206.3,1069.9
166414506790,贵州,诺基亚,神州行,S60,242.7,1400.2
166017276891,重庆,诺基亚,神州行,S60,6.8,618.2
166818359903,黑龙江,诺基亚,神州行,S60,127.1,1558.8
166538460864,湖南,诺基亚,神州行,S40,217.3,1242.5
166549443360,浙江,诺基亚,神州行,S60,278.7,1213.9
166017133014,吉林,诺基亚,神州行,S60,196.5,1249.2
166423520813,青海,诺基亚,神州行,S60,210.3,1789.9
166686267219,河南,诺基亚,神州行,Symbian 3,207.3,1160.5
166017027083,宁夏,诺基亚,神州行,S60,259.3,1923.2
166876619874,北京,诺基亚,神州行,S60,54.6,1838.7
166723695989,浙江,诺基亚,神州行,S40,134.7,1007.3
166649951923,福建,诺基亚,神州行,S60,204.6,237.3
166412465026,西藏,诺基亚,动感地带,S60,93.4,582.3
166416823761,辽宁,诺基亚,神州行,S60,203.5,351.8
166581005585,香港,诺基亚,神州行,S60,43,42
166999878322,广西,诺基亚,动感地带,S60,258.4,880.2
166818339281,四川,诺基亚,动感地带,S60,251.1,418.3
166818401606,云南,诺基亚,动感地带,Android,109.3,804.9
166925687805,甘肃,诺基亚,动感地带,S60,257.4,1499.7
166480215516,福建,诺基亚,动感地带,S60,45.5,657.7
166549458807,天津,诺基亚,神州行,S60,157.6,711
166434690038,吉林,诺基亚,神州行,S40,191.1,502.7
166717293661,安徽,诺基亚,神州行,S60,291.6,1902
166877115755,安徽,诺基亚,神州行,S40,139.4,1698.8
166428711804,西藏,诺基亚,神州行,S60,149.1,1955
166918441226,香港,诺基亚,神州行,S60,252.6,1967.2
166423228526,西藏,诺基亚,神州行,S40,166.2,17.9
166099936755,台湾,诺基亚,动感地带,S60,171.4,1848.6
166418343797,福建,诺基亚,神州行,S40,97.9,266.2
166712478579,上海,诺基亚,神州行,S60,160.4,1709.2
166790798321,湖南,诺基亚,动感地带,S60,141.9,1395.7
166798929883,四川,诺基亚,动感地带,S60,115,540.8
166999906631,辽宁,诺基亚,动感地带,S60,24,418.6
166533049944,广东,诺基亚,神州行,S60,18.1,1787.9
166015238847,广东,诺基亚,神州行,S40,229,478.2
166612795324,吉林,诺基亚,神州行,S60,286.1,1803.2
166414359726,香港,诺基亚,神州行,S40,36.4,456
166538619022,甘肃,诺基亚,神州行,Android,149.8,1802.5
166015261358,山东,诺基亚,神州行,Android,9.7,37.2
166118345969,贵州,诺基亚,神州行,S60,202.5,1630.6
166538686074,广东,诺基亚,神州行,S60,178,1592.4
166920837446,云南,诺基亚,动感地带,S60,9.4,23.6
166816970044,青海,诺基亚,动感地带,S40,91.3,1334.5
166751604312,上海,诺基亚,动感地带,S60,70.7,42
166631916655,北京,诺基亚,动感地带,S60,158.3,1070.9
166713605413,青海,诺基亚,动感地带,S40,3.1,1105
166480150449,江西,诺基亚,动感地带,S60,222.5,577.8
166825915394,澳门,诺基亚,全球通,S60,196.3,285.1
166993078443,西藏,诺基亚,神州行,S60,60.5,920.8
166669950145,香港,诺基亚,神州行,S40,121.7,1723.5
166926956704,安徽,诺基亚,全球通,Symbian 3,134,1218.1
166509350703,四川,诺基亚,全球通,S40,171.8,306.4
166509381656,北京,诺基亚,全球通,S40,86.9,1798.9
166827055167,甘肃,诺基亚,全球通,S60,137.4,1175.2
166717488148,澳门,诺基亚,全球通,S60,78.1,919.6
166713380524,江西,诺基亚,神州行,S60,266.7,1507
166413118668,云南,诺基亚,神州行,S40,148,669.9
166790575524,辽宁,诺基亚,动感地带,S60,215.8,1971
166790835836,上海,诺基亚,神州行,S40,60.2,1573.5
166712339741,浙江,诺基亚,神州行,S40,196.2,166
166561014739,四川,诺基亚,动感地带,S40,130.2,763.2
166999860553,江西,诺基亚,动感地带,S60,133.1,1953.3
166795092588,山西,诺基亚,动感地带,S60,50.4,1904.5
166712863250,福建,诺基亚,神州行,S40,206.5,1100.9
166412800125,湖北,诺基亚,神州行,S60,42.1,24.4
166650349313,四川,诺基亚,神州行,S40,166.2,864.3
166024228548,香港,诺基亚,神州行,S40,235,1842.6
166543913765,重庆,诺基亚,神州行,S40,74.7,1691.1
166712505946,福建,诺基亚,神州行,S60,4.6,1253.6
166669948637,澳门,诺基亚,神州行,S60,14.1,1332.2
166920813829,云南,诺基亚,动感地带,S60,73.4,1624.4
166725900831,广东,诺基亚,全球通,Symbian 3,93.9,1431.3
166728481951,河南,诺基亚,全球通,S60,101.9,1697.7
166532501373,江苏,诺基亚,神州行,S40,67.9,1762
166670013195,内蒙古,诺基亚,神州行,S60,285.7,1105.3
166549600075,湖北,诺基亚,神州行,S60,185.5,578.9
166713326684,江苏,诺基亚,神州行,S60,288.1,1413.8
166417107176,陕西,诺基亚,神州行,S60,260,712.7
166790399110,台湾,诺基亚,动感地带,S40,163.5,1687
166561025143,香港,诺基亚,动感地带,S60,81.2,1117.5
166790450695,四川,诺基亚,动感地带,S60,35.7,261.2
166999866299,江苏,诺基亚,动感地带,S40,178.4,302.9
166652703782,台湾,诺基亚,神州行,S60,273.7,741.9
166412648067,湖南,诺基亚,神州行,S60,33.3,1480
166532876345,云南,诺基亚,神州行,S40,107.8,805.2
166712564975,黑龙江,诺基亚,神州行,S60,107.9,354.5
166713172394,河北,诺基亚,神州行,S60,134.6,1943.3
166818412726,北京,诺基亚,动感地带,S40,13.4,1832.1
166620141143,上海,诺基亚,神州行,S60,286.6,1225.8
166816977541,内蒙古,诺基亚,动感地带,S40,74,1323.8
166437501481,辽宁,诺基亚,神州行,S60,236,1241.8
166538553830,湖北,诺基亚,神州行,S60,199.5,625.7
166818585969,西藏,诺基亚,神州行,S60,47,1007.7
166818472224,北京,诺基亚,神州行,S60,82.6,678.9
166717484221,上海,诺基亚,神州行,S60,264.9,703.3
166818517773,青海,诺基亚,神州行,S60,69.9,1918.2
166532766970,重庆,诺基亚,神州行,S40,285.2,1863.6
166412309562,广东,诺基亚,神州行,S60,146.5,517.7
166434199618,江西,诺基亚,神州行,S40,169,485.7
166730069779,台湾,诺基亚,动感地带,S60,1.7,1776.1
166728595390,上海,诺基亚,神州行,S60,271.6,198.9
166017114610,重庆,诺基亚,神州行,S40,24.1,185.4
166532729146,海南,诺基亚,神州行,Android,227.2,1432.8
166686362297,北京,诺基亚,神州行,S60,141.1,604
166751538677,江西,诺基亚,动感地带,S60,128.2,664.7
166532903938,河北,诺基亚,神州行,S60,262.1,1924
166556911706,山西,诺基亚,神州行,S60,160.8,1251.8
166537260929,湖北,诺基亚,神州行,S60,97.9,1650
166650552935,重庆,诺基亚,神州行,S60,172.9,873.5
166920834651,甘肃,诺基亚,动感地带,Android,205.8,412.2
166592841000,贵州,诺基亚,动感地带,S60,125.9,1116.2
166423626153,青海,诺基亚,神州行,S40,230.5,24.5
166538779027,江苏,诺基亚,神州行,S60,169.4,345.1
166925694637,山西,诺基亚,动感地带,S60,137.9,739.2
166537317617,浙江,诺基亚,神州行,S60,230.7,460.2
166015267767,黑龙江,诺基亚,神州行,Android,46,879.2
166650559143,宁夏,诺基亚,神州行,Android,85.7,1595.3
166726619365,宁夏,诺基亚,神州行,Symbian 3,275.9,1418.4
166816961810,浙江,诺基亚,动感地带,S40,277.4,763.7
166812945271,河南,诺基亚,动感地带,S60,6.9,148.2
166712496293,福建,诺基亚,神州行,S60,194.3,596.2
166726549875,四川,诺基亚,神州行,Android,39.3,557.6
166686148197,海南,诺基亚,神州行,S60,222.8,1396.1
166017062537,湖南,诺基亚,神州行,S40,111.2,649.3
166751576188,吉林,诺基亚,动感地带,S60,111.3,385.6
166751600303,海南,诺基亚,动感地带,S60,292.9,1103.4
166099937512,安徽,诺基亚,动感地带,S60,190.9,1906.1
166992928658,西藏,诺基亚,神州行,Android,159.4,1882.8
166712342280,宁夏,诺基亚,神州行,S40,28.9,1160.6
166712509653,湖北,诺基亚,神州行,S60,118.8,1083.1
166017205036,重庆,诺基亚,神州行,S60,283.6,1982.7
166544996585,香港,诺基亚,神州行,S40,55.5,831.5
166017169268,江西,诺基亚,神州行,S60,18.9,1428.4
166818354298,陕西,诺基亚,神州行,S60,110.6,1888.3
166816970616,上海,诺基亚,动感地带,S40,25.5,1113
166580874606,山东,诺基亚,动感地带,S60,118.5,685.8
166818527974,河南,诺基亚,动感地带,S60,169.7,1868.4
166024222551,天津,诺基亚,神州行,S60,22.4,1606.1
166816971651,海南,诺基亚,动感地带,S60,38.4,810.2
166790818632,江西,诺基亚,动感地带,S60,45.5,1020.1
166099913707,甘肃,诺基亚,动感地带,S60,86.1,899
166545001216,上海,诺基亚,神州行,S40,205.4,1601.3
166929412344,甘肃,诺基亚,全球通,S40,24.2,441.1
166827104681,海南,诺基亚,全球通,S40,141.1,1421.3
166602518100,青海,诺基亚,全球通,S60,248.6,1802.7
166926971281,江苏,诺基亚,全球通,S40,37.8,215.6
166825913806,浙江,诺基亚,全球通,S60,238.5,1702.3
166431681954,台湾,诺基亚,全球通,S60,144.5,252.8
166509966653,西藏,诺基亚,全球通,Symbian 3,179.1,918.3
166926976716,湖北,诺基亚,全球通,S60,177.9,797.8
166913972447,香港,诺基亚,神州行,S60,155.1,515.2
166556923020,海南,诺基亚,神州行,S60,240.6,1672.4
166877061973,浙江,诺基亚,神州行,S40,183.8,1525.3
166712855291,宁夏,诺基亚,神州行,S40,220.3,539.9
166556829452,青海,诺基亚,神州行,S60,97,317.5
166437546594,江苏,诺基亚,神州行,S60,52.2,1957.4
166818348806,广西,诺基亚,动感地带,S60,216.8,1421.8
166920834182,黑龙江,诺基亚,动感地带,S40,259,859
166434655053,云南,诺基亚,神州行,S60,7.4,858.7
166790758676,重庆,诺基亚,动感地带,S60,215.3,14.7
166816963485,澳门,诺基亚,动感地带,S60,165.7,834.6
166612809193,湖北,诺基亚,神州行,S60,285.8,304.8
166929399860,湖南,诺基亚,全球通,S60,79.2,1431.4
166650030090,澳门,诺基亚,神州行,S60,32.2,397
166533092680,上海,诺基亚,神州行,S60,143.5,340.8
166795082053,广西,诺基亚,动感地带,S60,184.8,1478.2
166425000155,海南,诺基亚,动感地带,S40,153.3,1336.1
166816970828,吉林,诺基亚,动感地带,S60,273.2,1503.5
166816973171,北京,诺基亚,动感地带,Android,178.7,1862.2
166790431519,四川,诺基亚,动感地带,S60,282.9,1570.7
166581004231,安徽,诺基亚,动感地带,S60,15,1818.2
166423146182,广西,诺基亚,神州行,S40,251.3,1155.6
166528798239,广东,诺基亚,神州行,S60,233.6,305.3
166929599736,湖北,诺基亚,动感地带,S60,154,105.8
166728519555,河北,诺基亚,动感地带,S60,16.4,759.9
166816971018,甘肃,诺基亚,动感地带,S60,96.6,1365
166816969153,贵州,诺基亚,动感地带,S60,71,810.9
166818511919,四川,诺基亚,动感地带,S60,243.8,1957.7
166118371357,新疆,诺基亚,神州行,S60,55,1236.7
166539140775,天津,诺基亚,神州行,S60,283.3,90.2
166433222627,辽宁,诺基亚,神州行,Android,224.9,348.2
166017084040,台湾,诺基亚,神州行,S60,90.5,5.8
166538800029,台湾,诺基亚,神州行,S60,184.2,1420.4
166917058606,山东,诺基亚,神州行,S60,192.2,761.4
166920760333,陕西,诺基亚,动感地带,S60,299.2,1715.2
166999877679,四川,诺基亚,动感地带,Android,20,1247.6
166751616550,福建,诺基亚,动感地带,S60,89.3,1129.5
166999923650,澳门,诺基亚,动感地带,S40,203.1,1052.6
166712642012,湖南,诺基亚,神州行,S40,227.3,1413.5
166790590606,山西,诺基亚,动感地带,S60,182.7,1885.5
166725941393,吉林,诺基亚,神州行,S40,208.8,711.4
166821110884,安徽,诺基亚,动感地带,S60,210.3,1175
166818425949,湖北,诺基亚,动感地带,S60,19.7,371.6
166730044708,广东,诺基亚,动感地带,S60,209.3,375.4
166412373848,北京,诺基亚,动感地带,S60,291.4,1962.4
166712287527,吉林,诺基亚,神州行,S60,247.3,1608.9
166790522490,西藏,诺基亚,动感地带,S60,196.3,635.2
166790636642,广西,诺基亚,动感地带,S60,109.2,1736.3
166712728581,辽宁,诺基亚,神州行,S60,174.9,1231.8
166712731549,广西,诺基亚,神州行,S60,66.3,1934.8
166712302516,天津,诺基亚,神州行,S60,88.6,765
166790723054,四川,诺基亚,动感地带,S40,203.4,884.7
166532629203,澳门,诺基亚,神州行,S40,194.6,1792.6
166724619301,香港,诺基亚,神州行,S40,145.6,1955.5
166816976008,黑龙江,诺基亚,动感地带,S60,291.2,660.4
166925699487,黑龙江,诺基亚,动感地带,S60,127.7,1016.3
166751583343,贵州,诺基亚,动感地带,Android,53.2,59.1
166818423724,江苏,诺基亚,动感地带,S60,287.8,1834.4
166686322540,台湾,诺基亚,神州行,S60,291,932.2
166712919808,香港,诺基亚,神州行,S60,270.2,760.4
166528767196,上海,诺基亚,神州行,S40,197.3,1245.9
166416774233,辽宁,诺基亚,神州行,S60,31.3,1285.5
166020132488,宁夏,诺基亚,神州行,S60,242.3,1165.3
166543909687,云南,诺基亚,神州行,S60,200.3,1865.5
166818511955,新疆,诺基亚,动感地带,S60,4.1,1434.2
166650202043,广西,诺基亚,神州行,S40,191.1,460.4
166620220573,广东,诺基亚,神州行,S60,231.2,750
166544996534,宁夏,诺基亚,神州行,S60,261.4,1800.7
166795113535,天津,诺基亚,动感地带,S60,136.7,614.1
166920361665,山东,诺基亚,动感地带,S60,70.6,1049.7
166713113360,甘肃,诺基亚,动感地带,S60,175.6,816.4
166118352179,天津,诺基亚,神州行,S60,12.7,58.3
166412816070,云南,诺基亚,神州行,S40,290.1,803.4
166728499020,黑龙江,诺基亚,动感地带,S60,119.2,123.2
166920822294,海南,诺基亚,动感地带,S40,219.4,1415.2
166712838566,黑龙江,诺基亚,神州行,S60,53.1,803.5
166561018887,青海,诺基亚,动感地带,S60,238.8,542.5
166818357927,江西,诺基亚,动感地带,S40,208.4,1254.8
166559877830,上海,诺基亚,神州行,S40,79,96.2
166652766506,上海,诺基亚,神州行,S40,128.7,1826.6
166544861872,香港,诺基亚,神州行,S40,103.4,1818.2
166827407754,江苏,诺基亚,动感地带,S60,99.1,1529.5
166015304883,天津,诺基亚,神州行,S40,96.2,1552
166818529172,河北,诺基亚,动感地带,S60,81.6,1975.4
166799018511,陕西,诺基亚,动感地带,S60,226.6,277.5
166532654145,山东,诺基亚,神州行,S40,196.2,1543.2
166450211431,福建,诺基亚,动感地带,S60,162.4,1157.8
166751475141,四川,诺基亚,动感地带,S40,171.8,45.3
166790250899,甘肃,诺基亚,动感地带,S60,33.4,1846
166790660471,广东,诺基亚,动感地带,S60,286.7,155.4
166543903140,内蒙古,诺基亚,神州行,S60,242.1,1918.5
166428742797,青海,诺基亚,神州行,Android,155.4,1358.2
166917082773,河北,诺基亚,神州行,S60,225.7,1353
166827417059,台湾,诺基亚,动感地带,S60,245.3,1162.6
166431508799,山东,诺基亚,神州行,S40,202.2,1070.7
166413098619,新疆,诺基亚,神州行,S60,116.7,1687.9
166814421725,安徽,诺基亚,神州行,S60,280.1,1766.5
166712088401,内蒙古,诺基亚,神州行,S60,228.6,1230.4
166014999361,宁夏,诺基亚,动感地带,S60,237,807.1
166751609487,山西,诺基亚,动感地带,S60,279.9,475.8
166794957486,贵州,诺基亚,动感地带,S60,153.8,435.2
166695067143,内蒙古,诺基亚,神州行,S60,98.9,1353.9
166713203217,浙江,诺基亚,神州行,S60,176.1,1835.4
166528829236,江苏,诺基亚,神州行,S60,122.4,1737.5
166751606133,江西,诺基亚,动感地带,S40,275.8,355
166818366175,山西,诺基亚,动感地带,S60,84.2,1433.8
166751617531,上海,诺基亚,动感地带,S40,207.9,1060.4
166712835008,湖北,诺基亚,神州行,S40,245.7,1030
166724615349,吉林,诺基亚,神州行,S60,43.9,1661.2
166650357497,湖北,诺基亚,神州行,S60,77.6,1953.6
166999914792,甘肃,诺基亚,动感地带,S60,22.4,1355.7
166581094551,北京,诺基亚,动感地带,S60,134.4,583.7
166556917703,湖南,诺基亚,神州行,S60,134.5,1769.7
166712444893,西藏,诺基亚,神州行,S60,223.9,609.4
166817755345,辽宁,诺基亚,神州行,S40,247.5,1109.6
166712390779,内蒙古,诺基亚,神州行,S40,298.7,1561.9
166416975391,吉林,诺基亚,神州行,S40,117.4,1275.3
166539200854,天津,诺基亚,神州行,S40,184,1658.7
166712722193,贵州,诺基亚,神州行,S60,225.6,1712.4
166816970348,重庆,诺基亚,动感地带,S60,101.5,1675.1
166019180590,贵州,诺基亚,神州行,S60,251.8,205.4
166561017336,云南,诺基亚,动感地带,S40,191.6,1180.5
166014937323,福建,诺基亚,动感地带,S60,198.2,371.4
166820941503,黑龙江,诺基亚,动感地带,S40,84.4,1159.8
166712308370,河南,诺基亚,神州行,S40,156.8,1793.5
166686401793,福建,诺基亚,神州行,S40,241.1,1481.1
166790731107,湖北,诺基亚,动感地带,S40,292.9,1385.5
166816970946,内蒙古,诺基亚,动感地带,S60,261.7,1837.6
166794938979,海南,诺基亚,动感地带,S60,99.8,975
166532523610,吉林,诺基亚,神州行,Android,280.5,944.5
166650191300,四川,诺基亚,神州行,S40,37.3,67.8
166538776599,陕西,诺基亚,神州行,S60,126,1214.4
166418453516,青海,诺基亚,神州行,S60,137.9,190.6
166728276158,天津,诺基亚,神州行,S40,210.4,1109.1
166920420527,重庆,诺基亚,动感地带,S40,104.9,1010.4
166816970839,广东,诺基亚,动感地带,S60,196.1,341.6
166790640961,福建,诺基亚,动感地带,S60,4.1,1848.6
166015408602,上海,诺基亚,神州行,S40,113.6,757.5
166532662358,湖北,诺基亚,神州行,S40,137.7,1818.1
166538694619,内蒙古,诺基亚,神州行,S40,32,1691.7
166434207194,上海,诺基亚,神州行,S60,23.3,1823.2
166790700986,湖北,诺基亚,动感地带,S60,68.3,1916.3
166790675746,北京,诺基亚,动感地带,S60,235.6,899.5
166918509237,湖北,诺基亚,神州行,S60,284.3,429.3
166622832977,河南,诺基亚,神州行,S60,254.9,50.8
166544806149,福建,诺基亚,神州行,S60,182.3,1465.8
166686808986,澳门,诺基亚,神州行,S60,127.8,379.9
166818552254,甘肃,诺基亚,神州行,Android,43.9,801
166423163153,辽宁,诺基亚,神州行,S60,197.2,1020
166724715736,江苏,诺基亚,神州行,S60,32.2,1718.5
166549617519,江西,诺基亚,神州行,S40,192.4,891.5
166007792720,陕西,诺基亚,神州行,S40,299.2,1623.2
166686239230,河北,诺基亚,神州行,S60,234,1918.6
166917124322,河南,诺基亚,神州行,S60,261.1,100.3
166015291605,内蒙古,诺基亚,神州行,S60,278.7,311.1
166999958853,黑龙江,诺基亚,动感地带,S40,168.2,1260.2
166999877017,青海,诺基亚,动感地带,S40,24.3,1459.6
166662911748,广西,诺基亚,神州行,S60,162.5,930
166816969040,河北,诺基亚,动感地带,S60,72.7,257.4
166790696125,安徽,诺基亚,动感地带,S40,299,1169.5
166816973272,陕西,诺基亚,动感地带,S40,92.9,1747
166790595653,广西,诺基亚,动感地带,S60,102.4,1075.4
166751601927,河北,诺基亚,动感地带,S60,106.2,463.1
166814454902,天津,诺基亚,神州行,S40,71.2,1663.4
166818539439,青海,诺基亚,动感地带,S60,48.9,1085.1
166581053904,上海,诺基亚,动感地带,S60,154.6,1174.1
166532527209,北京,诺基亚,神州行,S40,114.5,1563.6
166423593995,安徽,诺基亚,神州行,S60,183.5,542.3
166818585496,江苏,诺基亚,动感地带,S40,298.8,139.6
166730049719,广东,诺基亚,动感地带,S40,187,1531.5
166925715998,澳门,诺基亚,动感地带,S60,123.6,1895.1
166437567423,浙江,诺基亚,神州行,S60,68.8,258.7
166480619172,安徽,诺基亚,动感地带,S60,114,1055.1
166433805499,江苏,诺基亚,神州行,S60,114,1358
166725980645,四川,诺基亚,神州行,S60,110.6,1641
166643116224,安徽,诺基亚,神州行,S60,184.4,23.7
166412179716,河北,诺基亚,神州行,Kjava,152.6,362.8
166817725906,贵州,诺基亚,神州行,S40,22.9,1307.2
166663043932,青海,诺基亚,神州行,S60,126.3,300.5
166643076219,山西,诺基亚,神州行,S60,204.9,1837.4
166712993910,甘肃,诺基亚,动感地带,S60,28.2,1840.2
166428002753,云南,诺基亚,动感地带,S40,61.7,1761.9
166631927504,台湾,诺基亚,动感地带,S60,239.5,1347.3
166434179199,浙江,诺基亚,神州行,S40,209.1,398.5
166795012281,天津,诺基亚,动感地带,S60,110.6,1162.6
166712390675,福建,诺基亚,神州行,S60,91,481.4
166538519937,湖南,诺基亚,神州行,S60,106.8,342.4
166817881887,内蒙古,诺基亚,神州行,S40,263.1,1208
166017062578,山西,诺基亚,神州行,S60,237.8,181.9
166918512929,云南,诺基亚,神州行,S40,13.4,1836.2
166433833032,广东,诺基亚,神州行,S60,186.2,246.9
166712877321,黑龙江,诺基亚,神州行,S60,170.9,153.2
166712815123,辽宁,诺基亚,神州行,S60,213.6,1182.9
166412880276,北京,诺基亚,神州行,S40,124.3,248.3
166532610176,河南,诺基亚,神州行,S40,197.6,233.5
166817663451,辽宁,诺基亚,神州行,S60,158.8,1178.5
166581068694,云南,诺基亚,动感地带,S60,279.6,1000.4
166925843594,云南,诺基亚,动感地带,S60,246.5,1626.6
166650257327,浙江,诺基亚,神州行,S60,82.1,1848.2
166017284478,陕西,诺基亚,神州行,S40,236.6,966.5
166528040209,吉林,诺基亚,神州行,S60,26.5,195.1
166751603507,黑龙江,诺基亚,动感地带,S60,207.4,634.3
166412446026,吉林,诺基亚,动感地带,S60,245.3,469.5
166015427377,吉林,诺基亚,神州行,S60,141.5,590.9
166728521559,海南,诺基亚,动感地带,S60,209.4,1340
166790623587,甘肃,诺基亚,动感地带,S60,125.3,1005.7
166925684358,广东,诺基亚,神州行,S40,227.4,708.7
166993058915,天津,诺基亚,神州行,S60,169.1,468
166920813008,安徽,诺基亚,神州行,S40,279.9,383.6
166918529502,甘肃,诺基亚,神州行,S40,43.9,1324
166423575767,北京,诺基亚,神州行,S60,242.2,912.3
166414485707,黑龙江,诺基亚,神州行,S60,145.4,477.7
